"","text","favoriteCount","replyToSN","id","created","retweetCount"
"357","Creí que hoy era miércoles y que ayer me había perdido #iluminat, pero mi celular me acaba de avisar que no <U+0001F97A>… https://t.co/WpTl863vjZ",1,NA,"1366955134169849859",2021-03-02 21:34:35,0
"358","@PatriciaGaSo Yo llevo dos meses pidiéndole a mi asesor por telepatía que ya me dé tema para empezar a trabajar. <U+0001F97A>",1,"PatriciaGaSo","1366951444377722885",2021-03-02 21:19:55,0
"359","Me da mucha pena interactuar con la gente más allá del fav. Perdón, banda.<U+0001F97A>",3,NA,"1366937362312364032",2021-03-02 20:23:58,0
"360","@paux_gr Yo siempre les digo ""este ejercicio está muy padre"" o ""este ejercicio me gusta mucho"" pero a veces no se dan cuenta jajaja",0,"paux_gr","1366885734276345862",2021-03-02 16:58:49,0
"361","D54 y 55 (ayer se me olvidó subir la actualización) sigo con el curso de series de tiempo. He estado aprendiendo so… https://t.co/477JBIzkbm",2,"bhherto95","1366610320836485120",2021-03-01 22:44:25,0
"362","arroba es de ma...",0,"bhherto95","1366447117036888073",2021-03-01 11:55:54,0
"363","Just solved all Numpy challenges in Python on @HackerRank. Try it out! https://t.co/b7GC0kQUd0 #programming",1,NA,"1366446948157435906",2021-03-01 11:55:14,3
"364","Si a ustedes les ofrecen probar las uvas en el tianguis, ¿las aceptan?",0,NA,"1366413472481828868",2021-03-01 09:42:13,0
"365","@natszendro Eres la mejor, Nat<U+0001F97A>.",0,"natszendro","1366067226403614720",2021-02-28 10:46:21,0
"366","D53 (llevó un mal conteo de los días) hoy estuve aprendiendo un poco sobre modelos de media móvil, normalización y… https://t.co/H5BWZCn7yj",1,"bhherto95","1365906688482701313",2021-02-28 00:08:26,0
"367","Mis amixes me regalaron flores en mi examen profesional <U+2665><U+FE0F>

Y luego le regalamos flores a Jaime cuando hizo su exam… https://t.co/7GZEXbjF6T",0,NA,"1365848803375464448",2021-02-27 20:18:25,0
"368","D51: hoy estuve avanzando con modelos de medias móviles para series de tiempo. Además, llevó 3 días haciendo ejerci… https://t.co/0JpsBafE70",1,"bhherto95","1365543740262219778",2021-02-27 00:06:12,0
"369","D51: hoy estuve aprendiendo más sobre modelos auto regresivos para series de tiempo y ya empecé a entender mejor. T… https://t.co/mL7w3sceHS",0,"bhherto95","1365162338161156100",2021-02-25 22:50:39,0
"370","@MariutVaisanen Me acordé de este tuitazo.
https://t.co/nh7QzkVuO9",8,"MariutVaisanen","1365150060535816193",2021-02-25 22:01:52,0
"371","D50: hoy estuve repasando algunos conceptos previos del curso de series de tiempo y avancé un poco con la parte de… https://t.co/rGFQLHMslw",2,"bhherto95","1364818022091919362",2021-02-25 00:02:28,0
"372","@ManuelPachter @anag_g Gracias!!!",0,"ManuelPachter","1364600302263930884",2021-02-24 09:37:19,0
"373","D49: hoy aprendí sobre métodos de suavizado para series de tiempo y cómo aplicarlos en Python.

#66daysofdata",3,"bhherto95","1364451377699717127",2021-02-23 23:45:33,0
"374","Ya lo único que quiero es que vacunen a mi mamá y terminar Hollow Knight sin depresión.",2,NA,"1364405405359595527",2021-02-23 20:42:52,0
"375","@anag_g Este no es mío, pero una de mis mejores amigas y mi mamá hacen galletas decoradas, de canela y pasteles.

A… https://t.co/qEHHh1Htie",7,"anag_g","1364317164073672704",2021-02-23 14:52:14,4
"376","¿Cómo ligar por Instagram? - Mathstack Exchange.",3,NA,"1364228847558742016",2021-02-23 09:01:18,1
"377","Ya lo dijo Bad Bunny: yo mañana tengo examen pero si tú llamas yo no estudio.",0,NA,"1364102434537136137",2021-02-23 00:38:58,0
"378","D43: (algo tarde) sigo con el curso de series de tiempo. Aprendí cómo descomponer una serie de tiempo en sus compon… https://t.co/uptjuw7n41",3,"bhherto95","1364101843333226497",2021-02-23 00:36:37,0
"379","D47: sigo con el curso de series de tiempo.

Hoy aprendí sobre lo que es la estacionariedad y la estacionalidad de… https://t.co/wtty6NsM2N",0,"bhherto95","1363727456230928388",2021-02-21 23:48:57,0
"380","D46: hoy seguí un poco con el curso de series de tiempo.

Aprendí sobre ruido blanco y caminatas aleatorias y cómo… https://t.co/H0KF5FkdOw",2,"bhherto95","1363367886224523264",2021-02-21 00:00:08,0
"381","Show me a picture on your phone that has your energy. Not a selfie. https://t.co/RMmNRy7XLc https://t.co/7Ob7hm6xck",1,NA,"1363293946907160579",2021-02-20 19:06:20,0
"382","Encuesta rápida:",0,NA,"1363273084531335168",2021-02-20 17:43:26,0
"383","@DiagramaDeVen https://t.co/ZqxsHUECVa",1,"DiagramaDeVen","1363197242207838214",2021-02-20 12:42:04,0
"384","D45: Hoy estuve leyendo este artículo proyectos que podría hacer, los que más me interesan son sobre NLP y machine… https://t.co/uZQ1p5AgbI",0,"bhherto95","1362977948203175938",2021-02-19 22:10:40,0
"385","El viernes se siente viernes porque ya llegó la murciélaga mayor, @luisalaouija!

¿Qué mejor pretexto que el día de… https://t.co/dAbQu3Vxqf",3,NA,"1362858031487324161",2021-02-19 14:14:10,1
"386","D44: hoy estuve leyendo este artículo de introducción al machine learning. Espero este año poder empezar a aprender… https://t.co/QA5xoXSCZV",0,"bhherto95","1362635719357968384",2021-02-18 23:30:46,0
"387","D43: sigo con el curso de series de tiempo. Aprendí un poco la diferencia entre objetos ts y objetos zoo en R y exp… https://t.co/Qo4DDwcn8E",3,"bhherto95","1362265989501644804",2021-02-17 23:01:36,0
"388","@DiagramaDeVen Jajaja chale :C
Felicidades amix, de todos modos es un logro que la hayas terminado a media pandemia. https://t.co/am6nASky4h",1,"DiagramaDeVen","1362047753849872385",2021-02-17 08:34:24,0
"389","D42: hoy continúe con el curso de series de tiempo. Ayer fue empezar a trabajar series en Python y hoy fue en R. Re… https://t.co/B1NZmIpbEy",3,"bhherto95","1361902855368675328",2021-02-16 22:58:38,0
"390","@cesargalicia_ A mí sí me gusta el sabor de la cerveza (creo) pero creo que el pulque me gusta porque es una conexión con La Crush™",2,"cesargalicia_","1361875271708737542",2021-02-16 21:09:01,0
"391","@soy_sputnik https://t.co/yYQdjAbgkF",0,"soy_sputnik","1361785454450798597",2021-02-16 15:12:07,0
"392","El único semestre que Luis y yo no llevamos juntos materias fue el que pasó entre que terminamos la carrera y entrá… https://t.co/46kXQvF2QV",2,NA,"1361757470662615040",2021-02-16 13:20:55,0
"393","D41: hoy inicié un curso de análisis de series de tiempo en Udemy.

Empecé solo con algunas nociones básicas, pero… https://t.co/zHCQle7Tni",3,"bhherto95","1361516202112204801",2021-02-15 21:22:12,0
"394","La vida se vive un curso de Udemy a la vez.",0,NA,"1361372508134531073",2021-02-15 11:51:13,0
"395","D40: hoy solo vi este video sobre cómo hacer webscraping en Google Sheets. La verdad no creo que sea muy útil, pero… https://t.co/dpaynU0Lib",3,"bhherto95","1361151747117510658",2021-02-14 21:14:00,0
"396","@DiagramaDeVen Sobre todo ella. Sí le meten mucho tiempo so a pasarla.",2,"DiagramaDeVen","1360838193650794496",2021-02-14 00:28:03,0
"397","Me caen muy bien los alumnos que mandan su tarea escrita en laTEX.

Pero pobrecitos.",1,NA,"1360814444402606085",2021-02-13 22:53:40,0
"398","Un par de comentarios: 
El PDF  no salió en buen formato :(
Y para varias gráficas usé la paleta de colores de algu… https://t.co/BBdAyFWquv",1,"bhherto95","1360811158517788672",2021-02-13 22:40:37,0
"399","D39: hoy termino, por ahora, mi proyecto sobre el dataset de videojuegos. Al final, sí me sirvió para practicar var… https://t.co/JYRABdENrw",1,"bhherto95","1360810547067957248",2021-02-13 22:38:11,0
"400","@LivyG9 @SinEmbargoMX No",0,"LivyG9","1360644292490985472",2021-02-13 11:37:33,0
"401","¿Saben cómo se desecha una botella de aire comprimido? 
Siento que no la debería tirar a la basura así sin más. <U+0001F914>",0,NA,"1360602665764478977",2021-02-13 08:52:08,0
"402","D38: hoy solo programé una función que calcule intervalos de confianza para la media y lo empecé a implementar en m… https://t.co/l3aXMhvaYs",1,"bhherto95","1360316525631201283",2021-02-12 13:55:07,0
"403","@mercvrytoy_ Justo estaba checando la función lm, pero no sabía lo de la serie de tiempo.
Lo voy a checar, gracias :)",0,"mercvrytoy_","1360245435437359108",2021-02-12 09:12:38,0
"404","D37: hoy estuve estudiando un poco de regresión lineal simple para ver si lo puedo aplicar en mi proyecto de los vi… https://t.co/pU4eKMnRuG",1,"bhherto95","1360100001628778497",2021-02-11 23:34:44,0
"405","El otro día estaba buscando como reportar una cuenta en una plataforma y en recomendación de búsquedas Google me pu… https://t.co/vrldQQ0lsO",1,NA,"1359890699722887176",2021-02-11 09:43:03,0
"406","@Iamthecat_7 Es que justo llevo desde hace como año y medio que me gusta, pero hace rato me puse a pensar...",1,"Iamthecat_7","1359751649519140867",2021-02-11 00:30:30,0
"407","Mi mamá me dió la vida y sus chilaquiles la fuerza para seguir viviendo.",3,NA,"1359706043987746816",2021-02-10 21:29:17,0
"408","¿Y sí me gusta o solo me cae bien y además pienso que es bonita?",0,NA,"1359702858871025666",2021-02-10 21:16:38,1
"409","D36: hoy estuve arreglando un poco el código que ya tenía y corregí algunas cosas que ya no me gustaban. 
También e… https://t.co/CkZxf5w1qu",3,"bhherto95","1359618954323349505",2021-02-10 15:43:13,0
"410","En un mundo paralelo, nos robamos memes de Facebook para traelos a tuiter. https://t.co/6HbwsvUq95",2,NA,"1359606727197523968",2021-02-10 14:54:38,0
"411","Pura rolota anda metiendo la jefa el día de hoy.

#iluminat https://t.co/hqxihDVebn",2,NA,"1359371935906476034",2021-02-09 23:21:40,0
"412","@natszendro Una maravilla y una verdadera locura. https://t.co/oK7A52gtnG",1,"natszendro","1359371034084917250",2021-02-09 23:18:05,0
"413","Ay wey, ¿qué es esto que estoy escuchando, @natszendro?

Está súper rudo <U+0001F631>
#iluminat",2,NA,"1359369760685842433",2021-02-09 23:13:01,0
"414","D35: hoy analicé el número de videojuegos por plataforma y género e hice la gráfica de las ventas por año por regió… https://t.co/lda2D9jH4e",3,"bhherto95","1359353577974730755",2021-02-09 22:08:43,0
"415","@EduarMMo No hay de qué! 
En el mismo hilo puse un video sobre como configurar la versión de python que debe usar reticulate.",1,"EduarMMo","1359340096307224580",2021-02-09 21:15:08,0
"416","@EduarMMo Así es. Se puede cargar directo la librería reticulate a R y en la consola usar la función repl_python()… https://t.co/YpG7rkOHRd",1,"EduarMMo","1359289614163468292",2021-02-09 17:54:33,0
"417","D34: hoy hice la función que hace la gráfica e hice un par de funciones más, que básicamente hacen lo mismo, pero t… https://t.co/DLBjbXJ5PR",1,"bhherto95","1358970448600563715",2021-02-08 20:46:18,0
"418","Chale, a Tom Brady le falta un Superbowl para alcanzar a los Pumas y al Cruz Azul.",0,NA,"1358614713538662400",2021-02-07 21:12:44,0
"419","Estoy tan desesperado por los jefes que ya hasta quiero que regrese the weekend.",0,NA,"1358609264634388482",2021-02-07 20:51:05,0
"420","Regresando a lo importante:

¿A qué está jugando la defensa de mis jefes?

¿¿A QUÉ??",0,NA,"1358596583969980416",2021-02-07 20:00:41,0
"421","Pues a mí nadie me preguntó, pero la verdad estuviera mejor Shakira y JLo.",3,NA,"1358592938482274310",2021-02-07 19:46:12,0
"422","""Ay, maldito Tom Brady.""

Este tuit es solo un ensayo.
#SBLV",1,NA,"1358529577224708096",2021-02-07 15:34:26,0
"423","D33 (1/2):  Me di cuenta de que los análisis que hice ayer podía resumirlos en dos funciones, una en Python que pro… https://t.co/Q8P9Ub795E",4,"bhherto95","1358510086289838081",2021-02-07 14:16:59,0
"424","@marthibummer @FaroIndiosVerde @AldoRosalesV Gracias!!

Pues es un misterio para mí también jaja",1,"marthibummer","1358308478520066050",2021-02-07 00:55:52,0
"425","Mis amigos me han chuleado mucho este cuento <U+0001F97A>.

Este yo creo que ya se quedó como mi logro más grande de la pandem… https://t.co/NBdV4KwYT5",0,NA,"1358294025644756993",2021-02-06 23:58:26,0
"426","Soy físicamente incapaz (probablemente) de darme cuenta que le gusto a alguien.

Y ya, ese es todo el tuit.",2,NA,"1358283743509807104",2021-02-06 23:17:34,0
"427","D32: hoy ya con reticulate bien integrado, inicié de nuevo mi análisis en el dataset de videojuegos usando pandas p… https://t.co/vAa7iophFH",4,"bhherto95","1358208385141927938",2021-02-06 18:18:07,0
"428","¿Pueden ir a instagram a reportar esta cuenta? Se está haciendo pasar por otra persona (la cuenta original es sofia… https://t.co/Pk6xTdQe1P",0,NA,"1358080901859713031",2021-02-06 09:51:33,0
"429","D31: hoy aprendí a usar la librería Reticulate de R para poder usar python y r juntos en rStudio. 

Tuve varios pro… https://t.co/g7CIQVqfkZ",5,"bhherto95","1357920581275049985",2021-02-05 23:14:30,1
"430","D30: hoy estuve escuchando un podcast, en el que habla  Paula Moraga sobre sus proyectos de visualización geoespaci… https://t.co/kmjEfVrQnS",2,"bhherto95","1357542875442077697",2021-02-04 22:13:38,0
"431","@jaimedatalatte @statsmamba Those graphs look pretty cool!",0,"jaimedatalatte","1357195308237811713",2021-02-03 23:12:31,0
"432","D29: hoy estuve practicando un poco de EDA en un dataset de Kaggle sobre videojuegos (https://t.co/5fKGUnDsfM). 
Es… https://t.co/kHEUe40Hci",2,"bhherto95","1357195050543939585",2021-02-03 23:11:30,0
"433","@natszendro No sabía que Tampa está en Florida jajajajaja
Lo único que sé es que odio a Brady con lo profundo de mi… https://t.co/0QUSyTW1VB",2,"natszendro","1356826228792176640",2021-02-02 22:45:56,0
"434","D28: hoy terminé el caso práctico del curso de Matplotlib y Seaborn. Supongo que durante los siguientes días practi… https://t.co/Skjf8fjOna",3,"bhherto95","1356823795072458752",2021-02-02 22:36:15,0
"435","Hace tres años llegué al taller de Creación Literaria del @FaroIndiosVerde, con este cuento. Hoy sale a la luz. 
Gr… https://t.co/k1tYOJXRhv",7,NA,"1356704394692206592",2021-02-02 14:41:48,2
"436","D27: después de varios días, por fin empecé el caso práctico del curso de Matplotlib y Seaborn, para repasar alguno… https://t.co/0L1gfhykmb",2,"bhherto95","1356481828257992705",2021-02-01 23:57:24,0
"437","D26: hoy estuve leyendo algunos artículos en KDnuggets. Puse especial atención en este sobre herramientas de visual… https://t.co/HUhQGU6Sqj",3,"bhherto95","1356121453708632066",2021-02-01 00:05:24,0
"438","Yo aventandome al amor, sin estar preparado, una vez que se termine la pandemia. https://t.co/0a1WkWKJt8",0,NA,"1356106637887549442",2021-01-31 23:06:32,0
"439","Asumiendo una distribución normal y después de calcular el intervalo de confianza, la evidencia confirma que tu carita está preciosa.",3,NA,"1356005611494895617",2021-01-31 16:25:05,2
"440","La mayor suposición que hacemos en mi proyecto de estadística es que el código está bien hecho.",2,NA,"1355942894721527810",2021-01-31 12:15:52,0
"441","D25: hoy estuve dando los toques finales a mi proyecto de estadística sobre análisis de datos del COVID-19. Básicam… https://t.co/iT9UnTwUXh",4,"bhherto95","1355755466563985411",2021-01-30 23:51:06,0
"442","Ya díganme si les gusto para saber si me gasto mi dinero en cacahuates o en San Valentín.",0,NA,"1355722319466000386",2021-01-30 21:39:23,0
"443","La política en México se convirtió en Big Brother.
No como creía Orwell, pero sigue sin ser bueno. https://t.co/c3r08ujpui",1,NA,"1355719579880796165",2021-01-30 21:28:30,0
"444","D25(justo a penas): descubrí los podcast de @datalatam y estuve escuchando uno sobre visualización de datos y democ… https://t.co/vH9hAdlvKA",1,"bhherto95","1355397273023352838",2021-01-30 00:07:46,0
"445","El semáforo epidemiológico en rojo pareciera como hacer chistes de Pokémon: una vez que cruzas la línea ya no hay vuelta atrás.",2,NA,"1355326895286607876",2021-01-29 19:28:07,0
"446","¡Ya llegó el maestro @claudifonos! ¡Y el maestro @radiorlando! Qué rolota de inicio.

¡Saludos! #ViernesDeClasicos",2,NA,"1355277156159549446",2021-01-29 16:10:28,0
"447","D24 (un poco atrasado): Estuve estudiando un poco la función fitdistr de la librería MASS de R para calcular EMV. A… https://t.co/MeGquE7Ttm",4,"bhherto95","1355061509014093826",2021-01-29 01:53:34,0
"448","@ayudaizzi disculpen ¿Tendrán un horario en el que reestablecerán el internet en mi zona?",0,"ayudaizzi","1354919652497960967",2021-01-28 16:29:53,0
"449","Soñé que me iba a España a hacer el doctorado (u otra maestría) y que estaba preocupado porque no me había crecido… https://t.co/B0l5WYs40H",3,NA,"1354812910724210689",2021-01-28 09:25:43,0
"450","@marthibummer Jajajaja consejos vrgs.",1,"marthibummer","1354679693698621441",2021-01-28 00:36:22,0
"451","D23: Hoy estuve buscando más métodos para encontrar un estimafor máximo verosímil en R, aunque creo que no me funci… https://t.co/6DnpL5J5vn",3,"bhherto95","1354667753228087298",2021-01-27 23:48:55,0
"452","Qué curioso que cuando dicen que el género no importa, es cuando realmente más les importa.

¡Pero qué chido por Sarah Thomas!",0,"bhherto95","1354545662579380224",2021-01-27 15:43:46,0
"453","Los vatos: ""el género no tiene nada que ver <U+261D><U+FE0F>"".

También los vatos: ""¿Y está ahí por méritos propios o por correcc… https://t.co/yruroyvpWS",0,NA,"1354544805389496322",2021-01-27 15:40:22,0
"454","De mi no van a estar hablando. https://t.co/zObaeLYJ5P",9,NA,"1354481488230662144",2021-01-27 11:28:46,1
"455","D22=1/3: Hoy estuve leyendo un artículo sobre porqué no es bueno empezar de lleno con Machine Learning y que es bue… https://t.co/JNxQiG1iyY",4,"bhherto95","1354323480045641731",2021-01-27 01:00:54,0
"456","¡Que buen #BandaSonora de @LngSHT!",0,NA,"1354273513171988482",2021-01-26 21:42:21,1
"457","D21: Esta semana está pesada en la maestría, por lo que solo estaré leyendo algunos artículos de DS para al menos a… https://t.co/EiW2Az12wN",3,"bhherto95","1353932074575667201",2021-01-25 23:05:36,0
"458","D20: terminé el curso de Matplotlib y Seaborn. Vi una introducción al método ARIMA (aunque no muy bien explicada) p… https://t.co/IFuwnhrkTn",4,"bhherto95","1353580006077771777",2021-01-24 23:46:36,0
"459","D19: Hoy empecé a estudiar de manera básica series temporales en python. Mañana termino está sección del curso y ha… https://t.co/yGM1t5eMdQ",2,"bhherto95","1353204714087866368",2021-01-23 22:55:19,0
"460","D18: Hoy continué con el curso de Udemy de matplotlib y seaborn. Hoy empecé la parte de Seaborn. Aprendí a hacer un… https://t.co/9Dg8krI64Q",2,"bhherto95","1352844720729436160",2021-01-22 23:04:50,0
"461","Ya no quiero dejar más tarea pero tengo qué :C",0,NA,"1352840833846960129",2021-01-22 22:49:24,0
"462","¡Ya llegó la murciélaga mayor @luisalaouija!

¿Podrías poner algo de Haken? ¡Un saludote! #EstáVivo #ElOrdenDelCaos",2,NA,"1352710225426571264",2021-01-22 14:10:24,1
"463","D17: hoy estuve actualizando mi proyecto de estadística. Pero aprendí algunas funciones de ggplot2, como a hacer an… https://t.co/BvF5SGKP3i",2,"bhherto95","1352476165861208074",2021-01-21 22:40:20,0
"464","¿O sea que sí llegamos al 21/21/21? <U+0001F914>
https://t.co/VHibynKMS8 https://t.co/Lt2BbeiSEp",1,NA,"1352373835887206400",2021-01-21 15:53:43,0
"465","""Dijiste que este año ibas a leer más y sigues con tus mugrosos juegos. ¡Órale, cabrón!"" https://t.co/4SMHYExZib",4,NA,"1352285863779192833",2021-01-21 10:04:08,1
"466","@esteusermurio Tienes un buen punto. Bueno, tal vez lo deje así.

Soy fan de tu nombre en tuiter, por cierto jaja",1,"esteusernomurio","1352125987941732354",2021-01-20 23:28:51,0
"467","Estoy pensando que debí hacer este hilo el inglés. <U+0001F914> https://t.co/bY0aZ4KD1N",1,NA,"1352113592854867968",2021-01-20 22:39:36,0
"468","D16: sigo con el curso de Udemy. Hoy terminé la parte de Matplotlib y mañana empiezo con Seaborn. 

Aprendí a hacer… https://t.co/sp3o15mrYT",3,"bhherto95","1352112248970473473",2021-01-20 22:34:15,0
"469","@Elmonoconalas @Reactor105 ¡Se viene un super programa! ¿Va a sonar algo de @diles_me ?

¡Un gran saludo! #ElOrdenDelCaos",2,"Elmonoconalas","1352077829593321474",2021-01-20 20:17:29,0
"470","Ahora sí, a partir de hoy ya no me pierdo ni un #iluminat.

@natszendro estás alegrando mucho mi noche de estudio. ¡Gracias! &lt;3",2,NA,"1351767210059059201",2021-01-19 23:43:12,0
"471","D15: continúe con el curso de Matplotlib y Seaborn. Aprendí a hacer anotaciones en Matplotlib, a hacer histogramas… https://t.co/DsQGFb9hPK",2,"bhherto95","1351754826900774912",2021-01-19 22:53:59,0
"472","- Oye Alberto, ¿cómo explicarás lo que es la topología?
- Ah, pues muy fácil, la topología es ¦¦¦¦¦¦¦¦ ¦¦¦¦ ¦¦¦¦¦¦¦¦ ¦¦¦¦¦¦¦¦¦¦¦ ¦¦¦¦",4,NA,"1351590619836276737",2021-01-19 12:01:29,0
"473","Justo a final del semestre es cuando me está pegando el efecto de ""odio las clases en línea"". 

Lo bueno es que el… https://t.co/nEmim7lAI1",1,NA,"1351397000344989696",2021-01-18 23:12:07,0
"474","D14: hoy actualicé un poco mi proyecto para estadística.

Además, empecé un curso de Matplotlib y Seaborn en Udemy.

#66daysofdata",3,"bhherto95","1351395358400798723",2021-01-18 23:05:35,0
"475","Día 13: espero mañana regresar a mí programación habitual.

Hoy estudié un par de métodos para hacer bootstrap en R… https://t.co/iIPX5ILF2Q",2,"bhherto95","1351011069616156672",2021-01-17 21:38:34,0
"476","Día 12: no contaba conque me iba a enfermar, así que no hice mucho.

Solo vi un video sobre regresión lineal y como… https://t.co/Iy11pip6oM",4,"bhherto95","1350642348141776899",2021-01-16 21:13:24,0
"477","@OphCourse ¿Las esferas azules no eran las de dragón Ball GT?<U+0001F914>

¿Eso significa que vas a tener que cruzar el univer… https://t.co/hfKeyMf4lJ",0,"OphCourse","1350564000396947461",2021-01-16 16:02:04,0
"478","Me comí anoche unos esquites y me hicieron daño :C https://t.co/BMFjwyGJCJ",2,NA,"1350563693722013696",2021-01-16 16:00:51,0
"479","¿Y quién no suspira con esa carita que tienes?",0,NA,"1350301507321810945",2021-01-15 22:39:01,0
"480","Tupperware debería sacar unos vasitos para que vayas por tus esquites y no te tengan que dar unicel y que no se te rieguen en el camino.",0,NA,"1350284378648305664",2021-01-15 21:30:57,0
"481","Día 11: hoy terminé el curso de Data Storytelling. Se me hizo interesante sobre todo la idea y la forma de contar h… https://t.co/FEo1XtKVoz",2,"bhherto95","1350261063502213121",2021-01-15 19:58:18,0
"482","La DEA a AMLO cuando dijo que van a liberar a Cienfuegos. https://t.co/9lZO6TmccN",1,NA,"1350187768018829312",2021-01-15 15:07:03,0
"483","Día 10: hoy terminé el casi práctico del curso de Pandas y Numpy. Me costó más de lo que esperaba y utilicé métodos… https://t.co/SHwmoFjZoH",2,"bhherto95","1349951059029065729",2021-01-14 23:26:28,0
"484","@mercvrytoy_ El otro día sí vi que aún vato sí le tardó 10 mins descargar 1000 registros desde una página web aún c… https://t.co/qETtgIU8B6",0,"mercvrytoy_","1349776994905579521",2021-01-14 11:54:47,0
"485","Yo: ¡los números naturales empiezan con cero, así se construyen!
/ También yo: ""¿Cómo que los índices en Python emp… https://t.co/mFoX5KLwaz",1,NA,"1349776493677867008",2021-01-14 11:52:48,0
"486","Día 9: hoy terminé mi curso de Udemy de Numpy y Pandas para DS. Aún me faltan completar unos ejercicios para poner… https://t.co/1jRQjhzPfS",3,"bhherto95","1349585524042960896",2021-01-13 23:13:57,0
"487","https://t.co/ohkhmN0SYb https://t.co/yVLLK3fxUW",1,NA,"1349440225693622272",2021-01-13 13:36:35,0
"488","Día 8: sigo con el curso de Udemy.
""Aprendí"" (entre comillas, no pude practicarlo) a importar datos a Python desde… https://t.co/y5UqX243RO",3,"bhherto95","1349230546312974336",2021-01-12 23:43:24,0
"489","Me encanta que Udemy tiene cursos con descuento todo el año. 

Es como de ""ahora sí te voy a cobrar "" y tres días d… https://t.co/dG1f6dISQW",2,NA,"1349195118595756039",2021-01-12 21:22:37,0
"490","Siento bien raro que mis alumnos me hablen de usted.",2,NA,"1349018421967642633",2021-01-12 09:40:30,0
"491","@esteusermurio ¡¡¡Gracias!!! Seguiré con esto hasta que me harte jejeje.",1,"esteusernomurio","1348874336464199680",2021-01-12 00:07:57,0
"492","Día 7: hoy avance un poco con el curso en Udemy que estoy tomando sobre pandas y manejo de datos en Python.
Aprendí… https://t.co/WIwPDq5aPV",2,"bhherto95","1348872606146039808",2021-01-12 00:01:04,0
"493","@Iamthecat_7 El tren Mahomie es el bueno y se sabe<U+0001F60C>.",1,"Iamthecat_7","1348503927478767616",2021-01-10 23:36:04,0
"494","Alguien que me venda o que me rente un PS4 para jugar The Last of Us. Creo que lo necesito en mi vida :(",0,NA,"1348480436566110210",2021-01-10 22:02:44,0
"495","También aprendí que tengo que fijarme que escribí bien las rutas de mis archivos <U+0001F440>.

Y que lo que no entienda cómo… https://t.co/A12RcyZxPk",0,"bhherto95","1348475587560693760",2021-01-10 21:43:28,0
"496","Día 6: hoy fue el primer día que me estuve peleando con Python porque me soltaba un buen de errores. Pero aprendí a… https://t.co/4ZJNXVMak8",2,"bhherto95","1348475280105631749",2021-01-10 21:42:14,0
"497","Con esta pandemia el ""a qué hora sales por el pan"" vuelve aplicar para ligar.",2,NA,"1348426398898257922",2021-01-10 18:28:00,0
"498","@mrtadimensional Jajajaja el ""parece chiste pero es anéctoda"" de las tesis.",0,"mrtadimensional","1348416683539623936",2021-01-10 17:49:24,0
"499","La versión de mi tesis que está en el sistema de la UNAM (y en los archivos de la facultad) tiene todos los typos h… https://t.co/05qhfkyPjT",2,NA,"1348376302458449929",2021-01-10 15:08:56,0
"500","Me estoy comiendo un bombón, pero no es el tipo de bombón que (quien) me gustaría estar comiendo.",1,NA,"1348161727188377601",2021-01-10 00:56:18,0
"501","Día 5: hoy continúe con Pandas. Creo que ya le estoy agarrando (poco a poco) a Python... Aunque aún me da miedo.… https://t.co/Q5Vvqtc1Vb",4,"bhherto95","1348128687439360000",2021-01-09 22:45:00,0
"502","De 3 a 6 meses sin metro.

A ver, ¿quién fue el pendejo que le pidió al 2021 que ""lo sorprendiera""?",1,NA,"1348126722735144961",2021-01-09 22:37:12,0
"503","Día 4: dado que no tuve internet en el día, estuve estudiando cosas teorías y aprendiendo a hacer ""muestreo"" y test… https://t.co/Hsf4Nm91ld",1,"bhherto95","1347757628630454272",2021-01-08 22:10:33,0
"504","When you say that gender is a spectrum rather than a binary, that’s a topological claim: You’re saying gender space… https://t.co/dGUbi0Hwz9",0,NA,"1347639863428968449",2021-01-08 14:22:36,0
"505","No ponerme la vacuna rusa o la de arn cuando he comido tacos de 5x20 en indios verdes sería muy hipócrita de mi parte.",1,NA,"1347573022018953216",2021-01-08 09:56:59,0
"506","Día 3: hoy estudié cosas más teóricas. Estoy aprendiendo a hacer comparaciones entre muestras (con R) para mi tarea… https://t.co/ZKJUNhVPLp",2,"bhherto95","1347359322741886976",2021-01-07 19:47:49,0
"507","Supongo que está considerando ir a terapia... Porque si no no entiendo nada.<U+0001F914> https://t.co/NMc3zKSkll",1,NA,"1347319200373727232",2021-01-07 17:08:24,0
"508","¿Por qué la gente le grita a los del servicio mal cliente si son los que menos culpa tienen por las fallas de sus compañías?",0,NA,"1347281885672697861",2021-01-07 14:40:07,0
"509","@Marialadelradio @Reactor105 Super sí King of Bongos. ¿Qué tal King of Bones de Black Rebeld Motorcycle Club? ¡Feliz año!",0,"Marialadelradio","1347015349225611268",2021-01-06 21:01:00,0
"510","Supongo que el fin del mandato de Trump no podría ser menos dramático.",0,NA,"1346994158452547585",2021-01-06 19:36:47,0
"511","Día 2: hoy mi tarea fue más sencilla. Estoy aprendiendo a usar Python y Pandas.

#66daysofdata https://t.co/e17kHQjQnx",3,"bhherto95","1346992716727554053",2021-01-06 19:31:04,0
"512","Chale, ni los Reyes ni CONACYT.",0,"bhherto95","1346859955786305539",2021-01-06 10:43:31,0
"513","Perdón por llegar tarde a su clase profe, pero estaba abriendo mis reyes... Not.",1,NA,"1346859367413518337",2021-01-06 10:41:11,0
